,¼±¼ö,G,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2Å¸,3Å¸,È¨·±,·çÅ¸,Å¸Á¡,µµ·ç,µµ½Ç,º¼³Ý,»ç±¸,°í4,»ïÁø,º´»ì,ÈñÅ¸,Èñºñ,Å¸À²,Ãâ·ç,ÀåÅ¸,OPS,wOBA,wRC+,WAR+,WPA
862,Á¤¿µÀÏ20SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
863,¿øÁ¾Çö20NP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
864,°­À±±¸19NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
865,±è¼ºÁø21Å°P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
866,È«¼º¹«20NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
867,ÁøÇØ¼ö21LP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
868,±è¹Î±Ô21µÎP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
869,¼Û¸í±â20NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
870,¼ÛÀº¹ü20LP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
871,½Éµ¿¼·18KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
872,¹ÚÈñ¼ö18SP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
873,Áø¸íÈ£20·ÔP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
874,±è¹Î20KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
875,±è´ëÇö19LDH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
876,¿©°Ç¿í19LP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
877,½Åº´·ü18KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
878,¼ÛÀ±ÁØ21ÇÑP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
879,ÃÖ¼ºÈÆ21LP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
880,ÀÌº¸±Ù20KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
881,¿À¿ø¼®20SP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
882,°­À±±¸18NP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
883,±èÀ±µ¿18KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
884,ÀÌµ¿°É18ÇÑP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
885,ÇÔ´öÁÖ20µÎP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
886,¹èÀçÈ¯19NP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
887,³ª±Õ¾È21·ÔP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
888,¼ÕÁ¤¿í20NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
889,ÀÓ±âÁØ18KP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
890,±è»çÀ²18KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
891,±è¼¼Çö18KP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
892,¹èÀçÈ¯18NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
893,¾ç±âÇö20Å°P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
894,Á¤¿ì¿µ19LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
895,±èÀçÀ±18KP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
896,ÀÌ»ó¿µ21LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
897,±è°­·ü20µÎP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
898,À±¼®¹Î18KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
899,ºê¸®°Ë18³ØP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
900,·ù¿ø¼®20LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
901,±èÁø¼º20NP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
902,ÁøÇØ¼ö19LDH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
903,ÀåÇÊÁØ18»ïP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
904,ÃÖµ¿È¯19LP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
905,±èÅÂÈÆ21Å°P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
906,ÀÌ»ó±Ô21LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
907,±è±âÅ¹21ÇÑP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
908,±èÁÖÇÑ20SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
909,±¸½Â¹Î20·ÔP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
910,À¯¿ø»ó19NP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
911,ÀÌ¹Î¿ì18KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
912,ÇÔ´öÁÖ19µÎP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
913,¹Ú¹ÎÈ£21SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
914,Ã¤Áö¼±21LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
915,ÀÌ¿ì¼®19NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
916,È«¼º¿ë18KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
917,ÁøÇØ¼ö20LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
918,ÀåÁö¼ö19KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
919,Àü»óÇö19KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
920,ÇÑ¼®Çö20LRF,9,3,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,,-0.00,-0.00
921,±èÇöÁØ20K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,0.02
922,¹ÚÁö±Ô20L2B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,0.00
923,Àü¹ÎÀç18µÎ3B,12,8,8,2,3,1,0,0,4,3,0,0,0,0,0,2,1,0,0,,,,,,,-0.00,-0.06
924,½Å¼ºÇö21µÎ3B,9,13,9,3,2,0,0,0,2,0,0,0,3,1,0,4,0,0,0,,,,,,,-0.00,0.06
925,ÀÌ¸í±â21Å°1B,3,8,6,0,1,0,0,0,1,1,0,0,2,0,0,3,0,0,0,,,,,,,-0.00,-0.04
926,±èÇüÁØ19NC,55,119,107,13,24,5,0,2,35,9,0,0,8,0,0,24,1,4,0,,,,,,,-0.00,-1.08
927,±èÁÖÇü19Å°2B,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,-0.00
928,º¯¿ìÇõ19ÇÑ1B,29,61,53,7,12,1,0,1,16,2,0,0,7,1,0,17,3,0,0,,,,,,,-0.01,-0.35
929,ÀÌ½Â¹Î20µÎC,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.01,-0.00
930,±è¼ºÀ±21»ïCF,14,11,11,6,3,0,0,0,3,1,0,0,0,0,0,2,0,0,0,,,,,,,-0.01,-0.30
931,½Å¹ÎÀç19L2B,81,93,80,25,19,3,0,0,22,5,10,8,8,3,0,17,0,1,1,,,,,,,-0.01,-0.18
932,±èÁØ¿Ï21NRF,13,14,12,3,2,0,1,0,4,1,0,0,2,0,0,0,0,0,0,,,,,,,-0.01,-0.08
933,¹ÚÀç¿í20LC,15,17,15,0,4,0,0,0,4,1,0,0,0,1,0,4,2,1,0,,,,,,,-0.01,-0.22
934,À±¿©¿î19NC,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,,,,,-0.01,0.01
935,¹ÚÁöÈÆ20µÎ,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.01,-0.00
936,ÀÌº´ÈÖ18µÎ2B,28,24,22,5,6,1,0,0,7,2,1,1,1,1,0,6,1,0,0,,,,,,,-0.01,-0.13
937,Á¶ÇÑ¹Î21ÇÑRF,47,130,114,13,22,5,2,5,46,15,3,2,11,2,0,52,3,1,2,,,,,,,-0.01,-0.87
938,Àü¹ÎÀç21µÎ2B,6,4,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.01,0.05
939,¹éµ¿ÈÆ20µÎRF,25,17,15,5,3,1,0,0,4,0,0,0,0,2,0,3,0,0,0,,,,,,,-0.01,-0.40
940,À±¼ö°­20NC,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.01,0.00
941,±èÀÀ¹Î19»ïC,8,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0,0,,,,,,,-0.02,-0.28
942,Á¶¼öÇà20µÎRF,44,40,38,12,10,0,0,0,10,4,3,2,2,0,0,6,0,0,0,,,,,,,-0.02,0.14
943,Á¤ÁÖÈÄ20K2B,10,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,-0.02,-0.07
944,±è»çÈÆ19·ÔC,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.03
945,À±Á¤¿ì18SLF,22,43,40,6,10,2,0,1,15,2,2,1,2,1,0,7,4,0,0,,,,,,,-0.02,-0.03
946,·ùÈ¿½Â20SDH,8,9,8,2,1,0,0,1,4,2,0,0,1,0,0,4,0,0,0,,,,,,,-0.02,-0.05
947,ÀÌÁÖÇü21Å°DH,4,10,9,1,1,0,0,1,4,3,0,0,1,0,0,6,0,0,0,,,,,,,-0.02,0.22
948,¹Ú¹Î¼®19KSS,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.00
949,¹®ÂùÁ¾20Å°SS,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00
950,¼­¿¹ÀÏ21µÎ3B,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.03
951,ÃÖÁ¤¿ë19K2B,8,21,21,4,6,0,0,0,6,1,0,0,0,0,0,10,0,0,0,,,,,,,-0.02,-0.09
952,È«Çöºó18KLF,14,15,13,2,3,0,0,0,3,1,1,0,2,0,0,5,0,0,0,,,,,,,-0.02,-0.02
953,ÀÌÀ¯Âù19µÎDH,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00
954,°­±¸¼º18N,4,5,5,0,1,1,0,0,2,1,0,0,0,0,0,3,0,0,0,,,,,,,-0.02,-0.12
955,±ÇÁ¤¿õ21»ïC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.02
956,ÃÖÁØ¿ì19S2B,15,36,33,3,7,2,0,0,9,0,0,0,3,0,0,3,2,0,0,,,,,,,-0.02,-0.21
957,°­½ÂÈ£18LS2B,69,212,184,14,47,10,0,3,66,31,1,1,18,3,0,57,2,6,1,,,,,,,-0.02,-0.23
958,¹®¼±Àç19KLF,29,61,49,7,8,0,0,3,17,6,2,1,9,1,0,18,0,0,2,,,,,,,-0.02,-0.47
959,±èÀçÀ±19KP,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.05
960,Á¤¼ºÁ¾19·Ô,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.06
961,¾ç¿ìÇö19»ï,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00
962,¿ÀÅÂ¾ç21N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00
963,¹Ú½Ã¿ø20N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.00
964,Á¶¿øºó18NSS,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00
965,¹ÚÂùµµ19»ïRF,30,34,32,10,9,1,0,0,10,2,0,1,2,0,1,10,0,0,0,,,,,,,-0.02,-0.37
966,¹Ú½Ã¿ø21N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.13
967,ÀÌÁØ¼ö18KC,11,10,8,0,2,0,0,0,2,1,0,0,0,1,0,1,1,1,0,,,,,,,-0.02,0.05
968,¶óÀÌºí¸®20»ï,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.00
969,±èÀÀ¹Î18»ï,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00
970,¾ÈÄ¡¿µ19K3B,5,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,,,,,,,-0.02,-0.15
971,¾ÈÀÍÈÆ21LCF,12,5,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.02,-0.05
972,±è¼º¹Î19SDH,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,,,,,,,-0.03,-0.07
973,°­Áö±¤18S,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.03,0.00
974,ÀÌµµÀ±18ÇÑ,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.03,0.08
975,ÀÌÀ±Àç18S,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.03,0.00
976,±èÁØ¿Ï19NRF,8,19,16,0,4,0,0,0,4,1,0,0,2,0,0,2,0,0,1,,,,,,,-0.03,-0.41
977,ÃßÀçÇö19Å°RF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.03,0.00
978,¹ÚÁØÇõ18ÇÑRF,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.03,-0.09
979,±èÁ¾¹Î19ÇÑC,10,21,20,2,4,0,0,1,7,1,0,0,0,0,0,7,1,1,0,,,,,,,-0.03,-0.37
980,±è°­Çö20·ÔC,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,,,-0.03,-0.00
981,±è¹®È£18·ÔLF,46,115,100,12,25,7,0,2,38,16,1,0,13,0,1,27,2,2,0,,,,,,,-0.03,0.44
982,È²Áø¼ö19·Ô3B,6,4,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,,,-0.03,0.03
983,ÀÌÀÎÇà18K,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.03,0.00
984,°­¹Î±¹18N,6,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.03,-0.00
985,ÀÌ°Å¿¬20SDH,7,9,7,1,1,0,0,0,1,0,0,0,2,0,0,5,0,0,0,,,,,,,-0.03,0.02
986,¹ÚÁ¤±Ç19S1B,18,37,32,5,6,1,0,1,10,5,0,0,5,0,0,11,0,0,0,,,,,,,-0.03,-0.63
987,µµÅÂÈÆ20N3B,11,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,,,,,,,-0.03,-0.18
988,Á¤ÁØÇõ19·ÔLF,6,11,11,1,3,0,0,0,3,1,0,0,0,0,0,6,0,0,0,,,,,,,-0.03,-0.03
989,±è¼ö»ê19Å°2B,5,10,8,1,1,0,0,0,1,0,0,0,2,0,0,2,1,0,0,,,,,,,-0.04,-0.21
990,·ùÇü¿ì19L1B,10,12,11,2,2,0,0,0,2,1,0,0,1,0,0,3,1,0,0,,,,,,,-0.04,0.03
991,ÀÌ´ë¼ö18S2B,4,6,5,1,1,1,0,0,2,0,0,0,0,0,0,2,0,1,0,,,,,,,-0.04,-0.01
992,±è°ÇÇü21KRF,11,39,33,4,7,1,0,0,8,0,1,0,6,0,1,6,0,0,0,,,,,,,-0.04,0.06
993,±èÅÂ±Ù19µÎDH,9,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,,,,,,,-0.04,0.02
994,Áö¼®ÈÆ20N3B,87,142,121,22,25,8,0,1,36,12,1,0,15,2,0,33,4,2,2,,,,,,,-0.04,-0.86
995,¼­»ó¿ì19LDH,13,24,21,2,5,1,0,0,6,1,0,0,3,0,0,8,1,0,0,,,,,,,-0.04,-0.22
996,Ãµ¼ºÈ£21K2B,25,28,25,7,5,0,0,0,5,1,1,0,1,2,0,5,0,0,0,,,,,,,-0.04,-0.08
997,¹®»óÀÎ20KC,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.04,-0.03
998,±èÀÀ¹Î21»ïC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.04,-0.06
999,ÀÌÀÎÇà19KRF,9,20,16,1,3,1,0,0,4,2,0,0,2,1,0,6,1,1,0,,,,,,,-0.04,0.06
1000,ÃÖÁ¤¹Î20K2B,24,10,8,12,1,0,0,0,1,2,1,0,2,0,0,1,0,0,0,.125,.300,.125,.425,.241,31.2,-0.04,-0.12
1001,¹é½ÂÇö18LSS,5,8,8,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.230,20.5,-0.05,0.02
1002,È«Ã¢±â18LLF,12,25,18,1,3,2,0,0,5,0,0,1,7,0,0,8,0,0,0,.167,.400,.278,.678,.339,96.1,-0.05,-0.02
1003,±èÀçÇö20»ïSS,35,18,14,4,2,0,0,0,2,4,0,0,3,0,0,3,1,1,0,.143,.294,.143,.437,.227,23.0,-0.05,-0.01
1004,±è¼öÈ¯21Å°1B,13,43,40,5,8,2,0,2,16,5,0,0,2,0,0,17,2,0,1,.200,.233,.400,.633,.280,63.4,-0.05,-0.08
1005,ÀåÁØ¿ø21L,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.8,-0.05,0.00
1006,¹®¼ºÁÖ18L,5,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.307,70.9,-0.05,-0.05
1007,±èÃ¶È£19N,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
1008,È«ÀçÈ£19K2B,10,20,19,2,4,0,0,0,4,0,0,0,1,0,0,5,1,0,0,.211,.250,.211,.461,.225,25.2,-0.05,0.17
1009,°í¸í¼º18KSS,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.01
1010,ÀÌÅÂÈÆ21»ï,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.8,-0.05,-0.00
1011,¹ÚÁØÇõ19ÇÑLF,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
1012,À¯¼­ÁØ21SCF,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.8,-0.05,-0.00
1013,Á¤»óÈ£18LC,70,128,112,11,25,4,0,1,32,9,0,1,8,5,0,35,3,3,0,.223,.304,.286,.590,.272,50.4,-0.05,-1.22
1014,ÇØÁñº£ÀÌÄ¿19KCF,11,46,41,5,6,2,0,2,14,5,1,1,4,1,0,18,0,0,0,.146,.239,.341,.581,.268,55.2,-0.05,0.22
1015,±èÀçÇö19»ï2B,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.03
1016,ÀÌÁ¤¹ü21SLF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.8,-0.05,-0.05
1017,¼Û½ÂÈ¯19µÎ,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
1018,±è¼ºÀ±18»ïCF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.16
1019,¹ÚÁØÇõ20KRF,12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.05,-0.00
1020,ÀÌÇöµ¿19»ïRF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.07
1021,±èÃ¢Çõ18ÇÑC,6,10,10,1,2,1,0,0,3,0,0,0,0,0,0,3,0,0,0,.200,.200,.300,.500,.216,12.5,-0.05,0.03
1022,±èÃ¢Çõ19ÇÑC,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,0.00
1023,Àå½ÃÀ±18L3B,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.05,-0.03
1024,¹®»óÃ¶21KDH,48,100,90,14,19,6,0,2,31,16,2,0,8,2,0,31,1,0,0,.211,.290,.344,.634,.300,68.9,-0.05,-0.64
1025,ÀÌÈ£¿¬21·Ô,7,11,9,0,2,0,0,0,2,1,0,0,1,0,0,1,1,0,1,.222,.273,.222,.495,.241,31.7,-0.05,-0.49
1026,ÀÌÈ£¿¬20·Ô1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.2,-0.06,-0.00
1027,ÀåµÎ¼º21·ÔCF,23,31,29,7,6,2,0,0,8,1,2,1,2,0,0,9,0,0,0,.207,.258,.276,.534,.256,39.9,-0.06,-0.07
1028,±è¼®È¯18K1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.06,0.00
1029,±èµ¿¿±18SLF,124,446,421,58,106,15,0,27,202,76,11,2,17,4,0,108,13,1,3,.252,.285,.480,.765,.321,77.8,-0.06,0.16
1030,ÃÖ¹ÎÀç19SRF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.06,-0.08
1031,±¹ÇØ¼º20µÎRF,44,91,83,10,20,1,0,3,30,17,1,1,6,1,2,20,2,0,1,.241,.297,.361,.658,.292,71.2,-0.06,0.01
1032,Áö¼®ÈÆ21N2B,28,43,34,6,5,1,0,0,6,2,0,0,6,2,0,12,0,0,1,.147,.302,.176,.479,.259,43.9,-0.06,0.02
1033,±è¹Î¼ö18»ïC,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,.167,.167,.167,.333,.153,-27.9,-0.06,-0.09
1034,Á¤ÈÆ19·Ô1B,88,222,190,26,43,4,1,2,55,17,4,3,23,5,1,47,4,3,1,.226,.324,.289,.614,.293,73.4,-0.06,-0.59
1035,È²À±È£21K3B,6,19,17,2,3,0,0,0,3,0,0,0,1,1,0,3,1,0,0,.176,.263,.176,.440,.231,24.3,-0.06,-0.18
1036,¹®ÂùÁ¾21Å°2B,12,17,14,0,2,0,0,0,2,1,0,0,3,0,0,4,1,0,0,.143,.294,.143,.437,.243,34.0,-0.06,-0.12
1037,±¹ÇØ¼º19µÎRF,21,41,35,2,6,3,0,0,9,2,0,0,5,1,0,13,3,0,0,.171,.293,.257,.550,.272,60.3,-0.06,-0.65
1038,±è¹ÎÇõ18µÎDH,22,58,53,7,12,2,0,2,20,10,0,0,5,0,0,19,3,0,0,.226,.293,.377,.671,.296,69.8,-0.06,0.20
1039,È­ÀÌÆ®20SDH,9,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0,.136,.367,.318,.685,.337,92.6,-0.06,0.02
1040,½ÅÁØ¿ì21Å°SS,37,15,11,4,2,1,0,0,3,2,0,1,3,0,0,4,0,0,1,.182,.333,.273,.606,.300,70.8,-0.06,0.07
1041,Á¤»óÈ£21SC,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-127.8,-0.06,-0.02
1042,¾ç¼º¿ì20ÇÑLF,5,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.222,.222,.222,.444,.209,14.4,-0.06,-0.06
1043,ÀÌ´ëÇü19K,18,19,14,2,2,1,0,0,3,4,0,0,4,0,0,5,0,0,1,.143,.316,.214,.530,.271,58.6,-0.07,-0.10
1044,ÀÌÇö¼®19SC,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,-0.03
